id,location_name,sector,subsector,pollutant,emissions_quantity_tonnes,latitude,longitude,year
1377099,Jonam County,buildings,residential-onsite-fuel-usage,pm2_5,458.78,2.4681,31.4012,2024
1377102,Kajara County,buildings,residential-onsite-fuel-usage,pm2_5,457.24,-0.8285,30.129,2025
1377043,Kumi County,buildings,residential-onsite-fuel-usage,pm2_5,456.84,1.4567,33.9219,2026
1377106,Aruu County,buildings,residential-onsite-fuel-usage,pm2_5,455.45,2.8899,32.8962,2026
1377101,Padyere County,buildings,residential-onsite-fuel-usage,pm2_5,454.55,2.4386,31.1627,2026
1377120,Budadiri County,buildings,residential-onsite-fuel-usage,pm2_5,452.01,1.191,34.2949,2025
1377115,Kyotera County,buildings,residential-onsite-fuel-usage,pm2_5,450.78,-0.6277,31.5804,2026
1377086,Mawokota County,buildings,residential-onsite-fuel-usage,pm2_5,450.63,0.1411,32.2618,2026
1377035,Kiboga County,buildings,residential-onsite-fuel-usage,pm2_5,448.72,0.9875,31.7515,2026
1376998,Kigulu County,buildings,residential-onsite-fuel-usage,pm2_5,446.69,0.7223,33.5007,2026
1377116,Bufumbira County,buildings,residential-onsite-fuel-usage,pm2_5,446.06,-0.6154,29.8407,2026
1377052,Lira Municipality,buildings,residential-onsite-fuel-usage,pm2_5,445.15,2.2533,32.8962,2025
1377113,Kakuuto County,buildings,residential-onsite-fuel-usage,pm2_5,444.72,-0.8235,31.4678,2025
1377104,Rushenyi County,buildings,residential-onsite-fuel-usage,pm2_5,444.52,-1.037,30.168,2024
1377068,Bungokho County,buildings,residential-onsite-fuel-usage,pm2_5,444.04,1.0047,34.1972,2026
1377052,Lira Municipality,buildings,residential-onsite-fuel-usage,pm2_5,444.01,2.2533,32.8962,2024
1377100,Okoro County,buildings,residential-onsite-fuel-usage,pm2_5,443.95,2.5242,30.8912,2026
1377120,Budadiri County,buildings,residential-onsite-fuel-usage,pm2_5,441.06,1.191,34.2949,2024
1377011,Kalaki County,buildings,residential-onsite-fuel-usage,pm2_5,437.84,1.8325,33.3557,2026
1377066,Bunya County,buildings,residential-onsite-fuel-usage,pm2_5,437.79,0.3864,33.5356,2026
1377102,Kajara County,buildings,residential-onsite-fuel-usage,pm2_5,435.95,-0.8285,30.129,2024
1377029,Usuk County,buildings,residential-onsite-fuel-usage,pm2_5,435.45,1.9735,34.0574,2026
1377016,Bugabula County,buildings,residential-onsite-fuel-usage,pm2_5,434.76,1.0062,33.0701,2026
1376986,Ruhinda County,buildings,residential-onsite-fuel-usage,pm2_5,434.58,-0.6064,30.0071,2026
1377075,Kazo County,buildings,residential-onsite-fuel-usage,pm2_5,432.52,0.0273,30.7515,2026
1377124,Serere County,buildings,residential-onsite-fuel-usage,pm2_5,431.8,1.4938,33.5648,2026
1376968,East Moyo County,buildings,residential-onsite-fuel-usage,pm2_5,431.07,3.2383,31.7865,2026
1377112,Kabula County,buildings,residential-onsite-fuel-usage,pm2_5,429.22,-0.2596,31.1837,2025
1377128,Kisoko (West Budama) County,buildings,residential-onsite-fuel-usage,pm2_5,428.5,0.7346,34.0371,2026
1377071,Bukanga County,buildings,residential-onsite-fuel-usage,pm2_5,428.01,-0.835,31.0016,2026
1377006,Rukiga County,buildings,residential-onsite-fuel-usage,pm2_5,427.55,-1.1453,30.0552,2025
1376991,Kilak County,buildings,residential-onsite-fuel-usage,pm2_5,421.98,3.1306,32.1036,2026
1050837,Kampala City council,buildings,non-residential-onsite-fuel-usage,pm2_5,421.84,0.3172,32.5898,2026
1377113,Kakuuto County,buildings,residential-onsite-fuel-usage,pm2_5,421.55,-0.8235,31.4678,2024
1377067,Bubulo County,buildings,residential-onsite-fuel-usage,pm2_5,419.97,0.8934,34.3349,2026
1377051,Kyoga County,buildings,residential-onsite-fuel-usage,pm2_5,418.68,1.6393,32.7859,2026
1377112,Kabula County,buildings,residential-onsite-fuel-usage,pm2_5,408.92,-0.2596,31.1837,2024
1377042,Bukedea County,buildings,residential-onsite-fuel-usage,pm2_5,408.13,1.3721,34.1414,2026
449757,Kakira Sugar power station,power,electricity-generation,pm2_5,407.1,0.5089,33.29,2024
1377123,Kasilo County,buildings,residential-onsite-fuel-usage,pm2_5,406.49,1.5066,33.2256,2026
449757,Kakira Sugar power station,power,electricity-generation,pm2_5,406.0,0.5089,33.29,2025
1376984,Bunyaruguru County,buildings,residential-onsite-fuel-usage,pm2_5,403.32,-0.2593,30.0033,2025
1377006,Rukiga County,buildings,residential-onsite-fuel-usage,pm2_5,403.17,-1.1453,30.0552,2024
1376992,Nwoya County,buildings,residential-onsite-fuel-usage,pm2_5,402.29,2.5286,31.8709,2026
1377005,Rubanda County,buildings,residential-onsite-fuel-usage,pm2_5,401.92,-1.2088,29.8883,2026
1376996,Bugweri County,buildings,residential-onsite-fuel-usage,pm2_5,401.87,0.6248,33.615,2025
1377076,Mbarara Municipality,buildings,residential-onsite-fuel-usage,pm2_5,398.57,-0.6136,30.6543,2026
1377119,Mawogola County,buildings,residential-onsite-fuel-usage,pm2_5,396.55,-0.066,31.4185,2026
1377002,Kagoma County,buildings,residential-onsite-fuel-usage,pm2_5,395.9,0.5912,33.1634,2025
1377010,Kaberamaido County,buildings,residential-onsite-fuel-usage,pm2_5,395.06,1.6881,33.1164,2026
1377002,Kagoma County,buildings,residential-onsite-fuel-usage,pm2_5,389.7,0.5912,33.1634,2024
1376996,Bugweri County,buildings,residential-onsite-fuel-usage,pm2_5,389.32,0.6248,33.615,2024
1376984,Bunyaruguru County,buildings,residential-onsite-fuel-usage,pm2_5,387.11,-0.2593,30.0033,2024
1377077,Nyabushozi County,buildings,residential-onsite-fuel-usage,pm2_5,386.39,-0.3243,30.8724,2026
1376977,Maracha County,buildings,residential-onsite-fuel-usage,pm2_5,385.67,3.2478,30.9256,2026
1376989,Aswa County,buildings,residential-onsite-fuel-usage,pm2_5,381.03,3.0366,32.3795,2026
1377060,Kalungu County,buildings,residential-onsite-fuel-usage,pm2_5,377.99,-0.097,31.8139,2026
1377070,Mbale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,376.74,1.0825,34.1708,2025
1377070,Mbale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,376.23,1.0825,34.1708,2024
1377108,Butebo County,buildings,residential-onsite-fuel-usage,pm2_5,373.39,1.1874,34.0459,2025
1050951,Busiiro County,buildings,non-residential-onsite-fuel-usage,pm2_5,371.51,0.2874,32.4738,2025
1377108,Butebo County,buildings,residential-onsite-fuel-usage,pm2_5,363.98,1.1874,34.0459,2024
1377030,Bbaale County,buildings,residential-onsite-fuel-usage,pm2_5,361.43,1.1296,32.8736,2025
1377008,Burahya County,buildings,residential-onsite-fuel-usage,pm2_5,360.57,0.6242,30.1871,2026
1377004,Ndorwa County,buildings,residential-onsite-fuel-usage,pm2_5,358.5,-1.3346,30.036,2026
1050951,Busiiro County,buildings,non-residential-onsite-fuel-usage,pm2_5,357.86,0.2874,32.4738,2024
1377054,Otuke County,buildings,residential-onsite-fuel-usage,pm2_5,357.47,2.479,33.3935,2026
1377078,Rwampara County,buildings,residential-onsite-fuel-usage,pm2_5,353.23,-0.7152,30.4897,2026
1377098,Buruli County,buildings,residential-onsite-fuel-usage,pm2_5,350.98,1.3206,32.4893,2026
1377030,Bbaale County,buildings,residential-onsite-fuel-usage,pm2_5,346.41,1.1296,32.8736,2024
1377084,Butambala County,buildings,residential-onsite-fuel-usage,pm2_5,345.71,0.1643,32.1353,2025
1377001,Jinja County,buildings,residential-onsite-fuel-usage,pm2_5,342.03,0.4408,33.22,2025
1377001,Jinja County,buildings,residential-onsite-fuel-usage,pm2_5,341.27,0.4408,33.22,2024
1377063,Bujenje (?) County,buildings,residential-onsite-fuel-usage,pm2_5,340.53,1.9769,31.4944,2025
1376976,Madi-Okollo County,buildings,residential-onsite-fuel-usage,pm2_5,338.84,2.868,31.2382,2026
1377082,Obongi County,buildings,residential-onsite-fuel-usage,pm2_5,338.01,3.3692,31.5372,2025
1377087,Busujju County,buildings,residential-onsite-fuel-usage,pm2_5,337.96,0.3041,32.0056,2025
1377018,Buzaaya County,buildings,residential-onsite-fuel-usage,pm2_5,336.64,0.778,33.1455,2025
1377084,Butambala County,buildings,residential-onsite-fuel-usage,pm2_5,335.49,0.1643,32.1353,2024
1377082,Obongi County,buildings,residential-onsite-fuel-usage,pm2_5,333.36,3.3692,31.5372,2024
1377132,Entebbe County,buildings,residential-onsite-fuel-usage,pm2_5,331.07,0.0622,32.4628,2025
1377020,Kitagwenda County,buildings,residential-onsite-fuel-usage,pm2_5,330.68,-0.0074,30.3122,2026
1377132,Entebbe County,buildings,residential-onsite-fuel-usage,pm2_5,330.17,0.0622,32.4628,2024
1377028,Kapelebyong County,buildings,residential-onsite-fuel-usage,pm2_5,329.63,2.1976,33.7772,2026
1377063,Bujenje (?) County,buildings,residential-onsite-fuel-usage,pm2_5,328.0,1.9769,31.4944,2024
1377018,Buzaaya County,buildings,residential-onsite-fuel-usage,pm2_5,327.2,0.778,33.1455,2024
1376997,Busiki County,buildings,residential-onsite-fuel-usage,pm2_5,326.72,0.8897,33.6656,2026
1377062,Bujenje County,buildings,residential-onsite-fuel-usage,pm2_5,324.37,1.6783,31.5066,2025
1377111,Pallisa County,buildings,residential-onsite-fuel-usage,pm2_5,323.89,1.22,33.6234,2026
1377087,Busujju County,buildings,residential-onsite-fuel-usage,pm2_5,322.89,0.3041,32.0056,2024
1377057,Nakaseke County,buildings,residential-onsite-fuel-usage,pm2_5,321.69,1.003,32.1759,2026
1377083,West Moyo County,buildings,residential-onsite-fuel-usage,pm2_5,319.51,3.6687,31.7544,2025
1377058,Bukomansimbi County,buildings,residential-onsite-fuel-usage,pm2_5,319.46,-0.1262,31.6228,2026
1376979,Vurra County,buildings,residential-onsite-fuel-usage,pm2_5,319.01,2.8372,30.9597,2026
1377083,West Moyo County,buildings,residential-onsite-fuel-usage,pm2_5,317.09,3.6687,31.7544,2024
1377085,Gomba County,buildings,residential-onsite-fuel-usage,pm2_5,311.28,0.2055,31.7367,2026
1377129,Tororo County,buildings,residential-onsite-fuel-usage,pm2_5,310.93,0.7445,34.2472,2026
1377038,Lamwo County,buildings,residential-onsite-fuel-usage,pm2_5,307.05,3.5251,32.657,2026
1377062,Bujenje County,buildings,residential-onsite-fuel-usage,pm2_5,306.97,1.6783,31.5066,2024
1377117,Rubabo County,buildings,residential-onsite-fuel-usage,pm2_5,305.54,-0.9153,29.9487,2026
1377017,Bulamogi County,buildings,residential-onsite-fuel-usage,pm2_5,304.67,1.0827,33.4814,2026
1376983,Buhweju County,buildings,residential-onsite-fuel-usage,pm2_5,304.19,-0.3201,30.3884,2026
1377040,Jie County,buildings,residential-onsite-fuel-usage,pm2_5,304.03,3.033,34.0391,2025
1377064,Buruli County,buildings,residential-onsite-fuel-usage,pm2_5,302.56,1.6919,31.7738,2026
1377034,Buyanja County,buildings,residential-onsite-fuel-usage,pm2_5,302.52,0.824,31.0256,2026
1377003,Kabale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,297.92,-1.2653,29.9914,2025
1377003,Kabale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,294.79,-1.2653,29.9914,2024
1377040,Jie County,buildings,residential-onsite-fuel-usage,pm2_5,293.6,3.033,34.0391,2024
1377055,Bamunanika County,buildings,residential-onsite-fuel-usage,pm2_5,289.12,0.8529,32.7005,2026
3640427,Kampala City council,transportation,road-transportation,pm2_5,286.25,0.3172,32.5898,2025
1376990,Gulu County,buildings,residential-onsite-fuel-usage,pm2_5,284.91,2.7841,32.2859,2026
3640427,Kampala City council,transportation,road-transportation,pm2_5,283.36,0.3172,32.5898,2024
1377024,Tingey County,buildings,residential-onsite-fuel-usage,pm2_5,282.19,1.3312,34.3961,2025
1377024,Tingey County,buildings,residential-onsite-fuel-usage,pm2_5,272.39,1.3312,34.3961,2024
1376999,Luuka County,buildings,residential-onsite-fuel-usage,pm2_5,268.6,0.82,33.3269,2026
3640598,Jinja County,transportation,road-transportation,pm2_5,268.59,0.4351,32.5865,2025
1377107,Budaka County,buildings,residential-onsite-fuel-usage,pm2_5,266.77,1.0674,34.0046,2026
1377061,Masaka Municipality,buildings,residential-onsite-fuel-usage,pm2_5,266.75,-0.3336,31.7313,2026
1377094,Nakifuma County,buildings,residential-onsite-fuel-usage,pm2_5,265.81,0.6141,32.8414,2026
1377127,Bunyole County,buildings,residential-onsite-fuel-usage,pm2_5,264.65,0.8669,33.8829,2026
1377031,Ntenjeru County,buildings,residential-onsite-fuel-usage,pm2_5,264.2,0.7061,32.9621,2026
1377041,Labwor County,buildings,residential-onsite-fuel-usage,pm2_5,261.13,2.8055,33.7509,2025
1377044,Ngora County,buildings,residential-onsite-fuel-usage,pm2_5,258.63,1.499,33.7729,2026
3640598,Jinja County,transportation,road-transportation,pm2_5,257.33,0.4351,32.5865,2024
1377007,Bunyangabu County,buildings,residential-onsite-fuel-usage,pm2_5,256.63,0.4826,30.2011,2026
1376981,Bwamba County,buildings,residential-onsite-fuel-usage,pm2_5,251.78,0.6501,30.0414,2026
1377041,Labwor County,buildings,residential-onsite-fuel-usage,pm2_5,250.63,2.8055,33.7509,2024
3640596,Busiiro County,transportation,road-transportation,pm2_5,249.51,0.2874,32.4738,2025
1377121,Bulambuli County,buildings,residential-onsite-fuel-usage,pm2_5,248.67,1.3795,34.294,2025
1377110,Kibuku County,buildings,residential-onsite-fuel-usage,pm2_5,243.66,1.0589,33.8044,2026
1377104,Rushenyi County,buildings,residential-onsite-fuel-usage,pm2_5,242.35,-1.037,30.168,2026
1377023,Kween County,buildings,residential-onsite-fuel-usage,pm2_5,242.17,1.3535,34.56,2025
3640596,Busiiro County,transportation,road-transportation,pm2_5,240.87,0.2874,32.4738,2024
1377099,Jonam County,buildings,residential-onsite-fuel-usage,pm2_5,240.14,2.4681,31.4012,2026
1377121,Bulambuli County,buildings,residential-onsite-fuel-usage,pm2_5,239.51,1.3795,34.294,2024
1377000,Butembe County,buildings,residential-onsite-fuel-usage,pm2_5,235.76,0.5571,33.3002,2026
1377118,Lwemiyaga County,buildings,residential-onsite-fuel-usage,pm2_5,235.71,0.0738,31.1801,2025
1377069,Manjiya County,buildings,residential-onsite-fuel-usage,pm2_5,235.13,1.0435,34.3979,2025
1377102,Kajara County,buildings,residential-onsite-fuel-usage,pm2_5,234.1,-0.8285,30.129,2026
1377048,Lake Victoria,buildings,residential-onsite-fuel-usage,pm2_5,229.91,-0.2533,33.208,2025
1376973,Arua Municipality County,buildings,residential-onsite-fuel-usage,pm2_5,229.83,3.022,30.9168,2025
1377023,Kween County,buildings,residential-onsite-fuel-usage,pm2_5,229.74,1.3535,34.56,2024
1376973,Arua Municipality County,buildings,residential-onsite-fuel-usage,pm2_5,229.73,3.022,30.9168,2024
1377069,Manjiya County,buildings,residential-onsite-fuel-usage,pm2_5,229.43,1.0435,34.3979,2024
1377113,Kakuuto County,buildings,residential-onsite-fuel-usage,pm2_5,228.89,-0.8235,31.4678,2026
1377120,Budadiri County,buildings,residential-onsite-fuel-usage,pm2_5,226.87,1.191,34.2949,2026
1377048,Lake Victoria,buildings,residential-onsite-fuel-usage,pm2_5,224.52,-0.2533,33.208,2024
1377118,Lwemiyaga County,buildings,residential-onsite-fuel-usage,pm2_5,222.06,0.0738,31.1801,2024
1377052,Lira Municipality,buildings,residential-onsite-fuel-usage,pm2_5,221.22,2.2533,32.8962,2026
1377126,Soroti (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,220.72,1.7235,33.6099,2025
1377112,Kabula County,buildings,residential-onsite-fuel-usage,pm2_5,220.13,-0.2596,31.1837,2026
1377006,Rukiga County,buildings,residential-onsite-fuel-usage,pm2_5,219.95,-1.1453,30.0552,2026
1377126,Soroti (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,218.95,1.7235,33.6099,2024
1377022,Kongasis County,buildings,residential-onsite-fuel-usage,pm2_5,208.04,1.2572,34.6924,2025
1377039,Dodoth County,buildings,residential-onsite-fuel-usage,pm2_5,206.71,3.6623,34.014,2025
1376984,Bunyaruguru County,buildings,residential-onsite-fuel-usage,pm2_5,206.41,-0.2593,30.0033,2026
1376996,Bugweri County,buildings,residential-onsite-fuel-usage,pm2_5,204.43,0.6248,33.615,2026
449757,Kakira Sugar power station,power,electricity-generation,pm2_5,201.5,0.5089,33.29,2026
1377039,Dodoth County,buildings,residential-onsite-fuel-usage,pm2_5,199.75,3.6623,34.014,2024
1377002,Kagoma County,buildings,residential-onsite-fuel-usage,pm2_5,198.83,0.5912,33.1634,2026
1377022,Kongasis County,buildings,residential-onsite-fuel-usage,pm2_5,197.81,1.2572,34.6924,2024
1377079,Bokora County,buildings,residential-onsite-fuel-usage,pm2_5,190.09,2.3984,34.1715,2025
1050951,Busiiro County,buildings,non-residential-onsite-fuel-usage,pm2_5,189.88,0.2874,32.4738,2026
1377108,Butebo County,buildings,residential-onsite-fuel-usage,pm2_5,189.03,1.1874,34.0459,2026
1377070,Mbale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,186.14,1.0825,34.1708,2026
1377030,Bbaale County,buildings,residential-onsite-fuel-usage,pm2_5,185.36,1.1296,32.8736,2026
1377079,Bokora County,buildings,residential-onsite-fuel-usage,pm2_5,182.51,2.3984,34.1715,2024
1376982,Ntoroko County,buildings,residential-onsite-fuel-usage,pm2_5,179.67,0.9656,30.361,2025
1377084,Butambala County,buildings,residential-onsite-fuel-usage,pm2_5,175.5,0.1643,32.1353,2026
1377063,Bujenje (?) County,buildings,residential-onsite-fuel-usage,pm2_5,174.04,1.9769,31.4944,2026
1377087,Busujju County,buildings,residential-onsite-fuel-usage,pm2_5,173.54,0.3041,32.0056,2026
1376982,Ntoroko County,buildings,residential-onsite-fuel-usage,pm2_5,171.2,0.9656,30.361,2024
1377018,Buzaaya County,buildings,residential-onsite-fuel-usage,pm2_5,170.77,0.778,33.1455,2026
1377001,Jinja County,buildings,residential-onsite-fuel-usage,pm2_5,169.92,0.4408,33.22,2026
1377082,Obongi County,buildings,residential-onsite-fuel-usage,pm2_5,169.55,3.3692,31.5372,2026
1377062,Bujenje County,buildings,residential-onsite-fuel-usage,pm2_5,167.96,1.6783,31.5066,2026
1377132,Entebbe County,buildings,residential-onsite-fuel-usage,pm2_5,164.55,0.0622,32.4628,2026
1377083,West Moyo County,buildings,residential-onsite-fuel-usage,pm2_5,159.45,3.6687,31.7544,2026
1377040,Jie County,buildings,residential-onsite-fuel-usage,pm2_5,157.0,3.033,34.0391,2026
1377009,Fort Portal County,buildings,residential-onsite-fuel-usage,pm2_5,148.11,0.6587,30.2826,2025
1377009,Fort Portal County,buildings,residential-onsite-fuel-usage,pm2_5,147.53,0.6587,30.2826,2024
1377003,Kabale Municipality,buildings,residential-onsite-fuel-usage,pm2_5,147.05,-1.2653,29.9914,2026
3640427,Kampala City council,transportation,road-transportation,pm2_5,143.04,0.3172,32.5898,2026
1377024,Tingey County,buildings,residential-onsite-fuel-usage,pm2_5,142.53,1.3312,34.3961,2026
1377130,Tororo (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,140.93,0.6849,34.1792,2025
3640598,Jinja County,transportation,road-transportation,pm2_5,140.62,0.4351,32.5865,2026
1377130,Tororo (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,139.36,0.6849,34.1792,2024
1050953,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,137.02,0.4351,32.5865,2025
1377041,Labwor County,buildings,residential-onsite-fuel-usage,pm2_5,133.89,2.8055,33.7509,2026
1050953,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,133.66,0.4351,32.5865,2024
3640543,Mukono County,transportation,road-transportation,pm2_5,132.51,0.3292,32.7791,2025
3640596,Busiiro County,transportation,road-transportation,pm2_5,128.5,0.2874,32.4738,2026
1377121,Bulambuli County,buildings,residential-onsite-fuel-usage,pm2_5,125.98,1.3795,34.294,2026
1377023,Kween County,buildings,residential-onsite-fuel-usage,pm2_5,124.07,1.3535,34.56,2026
1377118,Lwemiyaga County,buildings,residential-onsite-fuel-usage,pm2_5,122.01,0.0738,31.1801,2026
1377069,Manjiya County,buildings,residential-onsite-fuel-usage,pm2_5,117.04,1.0435,34.3979,2026
1377048,Lake Victoria,buildings,residential-onsite-fuel-usage,pm2_5,116.24,-0.2533,33.208,2026
1376973,Arua Municipality County,buildings,residential-onsite-fuel-usage,pm2_5,113.93,3.022,30.9168,2026
3640543,Mukono County,transportation,road-transportation,pm2_5,112.27,0.3292,32.7791,2024
1377097,Pokot County,buildings,residential-onsite-fuel-usage,pm2_5,111.24,1.8283,34.9313,2025
1377126,Soroti (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,110.19,1.7235,33.6099,2026
3640446,Amuria County,transportation,road-transportation,pm2_5,108.91,1.9835,33.7075,2024
3640446,Amuria County,transportation,road-transportation,pm2_5,108.2,1.9835,33.7075,2025
3640474,Mwenge County,transportation,road-transportation,pm2_5,107.76,0.6456,30.6585,2025
3640474,Mwenge County,transportation,road-transportation,pm2_5,106.99,0.6456,30.6585,2024
1377039,Dodoth County,buildings,residential-onsite-fuel-usage,pm2_5,105.78,3.6623,34.014,2026
1377097,Pokot County,buildings,residential-onsite-fuel-usage,pm2_5,104.24,1.8283,34.9313,2024
1377022,Kongasis County,buildings,residential-onsite-fuel-usage,pm2_5,103.6,1.2572,34.6924,2026
1377079,Bokora County,buildings,residential-onsite-fuel-usage,pm2_5,97.87,2.3984,34.1715,2026
1377095,Chekwii County,buildings,residential-onsite-fuel-usage,pm2_5,96.49,1.8499,34.6748,2025
1377095,Chekwii County,buildings,residential-onsite-fuel-usage,pm2_5,92.49,1.8499,34.6748,2024
1376982,Ntoroko County,buildings,residential-onsite-fuel-usage,pm2_5,92.34,0.9656,30.361,2026
1377092,Buvuma Islands County,buildings,residential-onsite-fuel-usage,pm2_5,89.68,0.195,33.2918,2025
3640487,Bukoto County,transportation,road-transportation,pm2_5,88.82,-0.4492,31.3976,2025
50383395,Kaliro Sugar power station,power,electricity-generation,pm2_5,87.96,0.946,33.4868,2024
3640487,Bukoto County,transportation,road-transportation,pm2_5,87.77,-0.4492,31.3976,2024
50383395,Kaliro Sugar power station,power,electricity-generation,pm2_5,87.71,0.946,33.4868,2025
1377092,Buvuma Islands County,buildings,residential-onsite-fuel-usage,pm2_5,86.51,0.195,33.2918,2024
1050916,Mukono County,buildings,non-residential-onsite-fuel-usage,pm2_5,83.59,0.3292,32.7791,2025
1050916,Mukono County,buildings,non-residential-onsite-fuel-usage,pm2_5,78.86,0.3292,32.7791,2024
1377080,Matheniko County,buildings,residential-onsite-fuel-usage,pm2_5,77.09,2.6164,34.6397,2025
3640599,Aringa County,transportation,road-transportation,pm2_5,76.62,3.4924,31.2846,2024
3640599,Aringa County,transportation,road-transportation,pm2_5,75.67,3.4924,31.2846,2025
1377080,Matheniko County,buildings,residential-onsite-fuel-usage,pm2_5,74.92,2.6164,34.6397,2024
1377009,Fort Portal County,buildings,residential-onsite-fuel-usage,pm2_5,72.98,0.6587,30.2826,2026
3640531,Mawokota County,transportation,road-transportation,pm2_5,70.88,0.1411,32.2618,2025
1377130,Tororo (Municipality) Municipality,buildings,residential-onsite-fuel-usage,pm2_5,70.39,0.6849,34.1792,2026
1050953,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,69.28,0.4351,32.5865,2026
3640543,Mukono County,transportation,road-transportation,pm2_5,68.44,0.3292,32.7791,2026
3640545,Nakifuma County,transportation,road-transportation,pm2_5,64.9,0.6141,32.8414,2025
1050824,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,63.37,0.4408,33.22,2025
1050824,Jinja County,buildings,non-residential-onsite-fuel-usage,pm2_5,62.47,0.4408,33.22,2024
3640434,Kibale County,transportation,road-transportation,pm2_5,62.14,0.309,30.6093,2024
3640434,Kibale County,transportation,road-transportation,pm2_5,62.03,0.309,30.6093,2025
3640533,Buwekula County,transportation,road-transportation,pm2_5,61.8,0.5168,31.4108,2024
3640533,Buwekula County,transportation,road-transportation,pm2_5,61.56,0.5168,31.4108,2025
3640537,Mityana County,transportation,road-transportation,pm2_5,61.49,0.5082,32.0654,2025
1377097,Pokot County,buildings,residential-onsite-fuel-usage,pm2_5,58.2,1.8283,34.9313,2026
3640531,Mawokota County,transportation,road-transportation,pm2_5,57.72,0.1411,32.2618,2024
1377096,Pian County,buildings,residential-onsite-fuel-usage,pm2_5,57.33,2.1193,34.5974,2025
1050949,Tororo County,buildings,non-residential-onsite-fuel-usage,pm2_5,56.06,0.7445,34.2472,2025
1377096,Pian County,buildings,residential-onsite-fuel-usage,pm2_5,55.7,2.1193,34.5974,2024
3640447,Kapelebyong County,transportation,road-transportation,pm2_5,55.3,2.1976,33.7772,2024
1050949,Tororo County,buildings,non-residential-onsite-fuel-usage,pm2_5,54.79,0.7445,34.2472,2024
3640539,Buikwe County,transportation,road-transportation,pm2_5,54.62,0.3117,33.0147,2025
3640447,Kapelebyong County,transportation,road-transportation,pm2_5,54.56,2.1976,33.7772,2025
3640446,Amuria County,transportation,road-transportation,pm2_5,54.51,1.9835,33.7075,2026
1050832,Fort Portal County,buildings,non-residential-onsite-fuel-usage,pm2_5,53.93,0.6587,30.2826,2025
1050832,Fort Portal County,buildings,non-residential-onsite-fuel-usage,pm2_5,53.92,0.6587,30.2826,2024
3640504,Bungokho County,transportation,road-transportation,pm2_5,53.73,1.0047,34.1972,2025
3640539,Buikwe County,transportation,road-transportation,pm2_5,53.06,0.3117,33.0147,2024
3640537,Mityana County,transportation,road-transportation,pm2_5,53.0,0.5082,32.0654,2024
1050893,Mbale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,52.98,1.0825,34.1708,2024
1050893,Mbale Municipality,buildings,non-residential-onsite-fuel-usage,pm2_5,52.98,1.0825,34.1708,2025
1377012,Bujumba County,buildings,residential-onsite-fuel-usage,pm2_5,52.59,-0.3813,32.262,2025
3640410,Kigulu County,transportation,road-transportation,pm2_5,51.97,0.7223,33.5007,2025
3640474,Mwenge County,transportation,road-transportation,pm2_5,51.95,0.6456,30.6585,2026
3640535,Kassanda County,transportation,road-transportation,pm2_5,51.85,0.5334,31.7622,2025
1377012,Bujumba County,buildings,residential-onsite-fuel-usage,pm2_5,50.67,-0.3813,32.262,2024
3640465,Ayivu County,transportation,road-transportation,pm2_5,50.62,3.0509,30.8914,2025
3640465,Ayivu County,transportation,road-transportation,pm2_5,50.45,3.0509,30.8914,2024
3640535,Kassanda County,transportation,road-transportation,pm2_5,50.33,0.5334,31.7622,2024
1377095,Chekwii County,buildings,residential-onsite-fuel-usage,pm2_5,49.49,1.8499,34.6748,2026
3640617,Bugahya County,transportation,road-transportation,pm2_5,49.03,1.5331,31.2461,2025
3640617,Bugahya County,transportation,road-transportation,pm2_5,48.81,1.5331,31.2461,2024
3640410,Kigulu County,transportation,road-transportation,pm2_5,47.47,0.7223,33.5007,2024
3640478,Erute County,transportation,road-transportation,pm2_5,47.03,2.335,32.9387,2025
3640478,Erute County,transportation,road-transportation,pm2_5,46.39,2.335,32.9387,2024
1050871,Lake Victoria,buildings,non-residential-onsite-fuel-usage,pm2_5,46.33,-0.2533,33.208,2025
1377092,Buvuma Islands County,buildings,residential-onsite-fuel-usage,pm2_5,45.78,0.195,33.2918,2026
1050871,Lake Victoria,buildings,non-residential-onsite-fuel-usage,pm2_5,45.13,-0.2533,33.208,2024
3640545,Nakifuma County,transportation,road-transportation,pm2_5,45.05,0.6141,32.8414,2024
3640487,Bukoto County,transportation,road-transportation,pm2_5,44.96,-0.4492,31.3976,2026
50383395,Kaliro Sugar power station,power,electricity-generation,pm2_5,43.53,0.946,33.4868,2026
