date,region,district,market_name,commodity,unit,price_type,price_ugx,price_usd
2016-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1566.0,0.43
2016-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1120.0,0.31
2016-12-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1320.0,0.37
2016-12-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1235.24,0.34
2016-12-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3222.23,0.89
2017-01-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1237.2,0.34
2017-01-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2600.0,0.72
2017-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.56
2017-01-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-01-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2100.0,0.58
2017-01-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3000.0,0.83
2017-01-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2663.46,0.74
2017-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.42
2017-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1133.33,0.31
2017-01-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.42
2017-01-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1204.29,0.33
2017-01-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3010.73,0.84
2017-02-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1197.06,0.33
2017-02-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2675.0,0.75
2017-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.56
2017-02-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-02-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2200.0,0.62
2017-02-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3267.0,0.91
2017-02-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2824.63,0.79
2017-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1600.0,0.45
2017-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1387.5,0.39
2017-02-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.42
2017-02-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1141.67,0.32
2017-02-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3074.27,0.86
2017-03-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1608.39,0.45
2017-03-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2700.0,0.75
2017-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.56
2017-03-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-03-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2350.0,0.66
2017-03-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3425.0,0.96
2017-03-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2992.11,0.83
2017-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1559.0,0.44
2017-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1450.0,0.4
2017-03-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.42
2017-03-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1541.77,0.43
2017-03-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3548.86,0.99
2017-04-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1588.56,0.44
2017-04-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3700.0,1.02
2017-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2500.0,0.69
2017-04-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-04-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2500.0,0.69
2017-04-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3644.0,1.01
2017-04-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,3392.14,0.94
2017-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1767.0,0.49
2017-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1525.0,0.42
2017-04-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.42
2017-04-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1545.15,0.43
2017-04-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3658.09,1.01
2017-05-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1675.34,0.46
2017-05-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3550.0,0.98
2017-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2800.0,0.77
2017-05-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.77
2017-05-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2425.0,0.67
2017-05-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2767.0,0.76
2017-05-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2978.83,0.82
2017-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1967.0,0.54
2017-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1500.0,0.41
2017-05-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.41
2017-05-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1654.86,0.46
2017-05-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3410.01,0.94
2017-06-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1096.79,0.31
2017-06-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3100.0,0.87
2017-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,3000.0,0.84
2017-06-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-06-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2500.0,0.7
2017-06-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2500.0,0.7
2017-06-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2077.18,0.58
2017-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1725.0,0.48
2017-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1433.33,0.4
2017-06-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.42
2017-06-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1033.88,0.29
2017-06-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3503.96,0.98
2017-07-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,925.64,0.26
2017-07-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.7
2017-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,3500.0,0.97
2017-07-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-07-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2500.0,0.7
2017-07-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2750.0,0.76
2017-07-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2340.33,0.65
2017-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,2000.0,0.56
2017-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1450.0,0.4
2017-07-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1125.0,0.31
2017-07-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,859.69,0.24
2017-07-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3542.85,0.99
2017-08-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,966.73,0.27
2017-08-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.69
2017-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,3500.0,0.97
2017-08-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.78
2017-08-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2250.0,0.62
2017-08-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2600.0,0.72
2017-08-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2412.1,0.67
2017-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1800.0,0.5
2017-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1500.0,0.42
2017-08-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1150.0,0.32
2017-08-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,897.2,0.25
2017-08-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3658.05,1.02
2017-09-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,992.56,0.28
2017-09-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.7
2017-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,4000.0,1.11
2017-09-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2950.0,0.82
2017-09-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2475.0,0.69
2017-09-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2700.0,0.75
2017-09-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2567.45,0.71
2017-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1900.0,0.53
2017-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1400.0,0.39
2017-09-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.28
2017-09-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1022.24,0.28
2017-09-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3654.95,1.02
2017-10-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,883.45,0.24
2017-10-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2900.0,0.8
2017-10-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2280.75,0.63
2017-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1800.0,0.5
2017-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1425.0,0.39
2017-10-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,900.0,0.25
2017-10-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,829.48,0.23
2017-10-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3554.24,0.98
2017-11-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,768.78,0.21
2017-11-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.69
2017-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.38
2017-11-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2500.0,0.69
2017-11-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.55
2017-11-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2450.0,0.68
2017-11-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1866.04,0.51
2017-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1883.5,0.52
2017-11-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,753.74,0.21
2017-11-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3445.99,0.95
2017-12-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,785.09,0.22
2017-12-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.83
2017-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.39
2017-12-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2363.0,0.65
2017-12-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1919.26,0.53
2017-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1813.0,0.5
2017-12-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,717.0,0.2
2017-12-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3567.78,0.99
2018-01-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,776.45,0.21
2018-01-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.69
2018-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.38
2018-01-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2500.0,0.69
2018-01-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.55
2018-01-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2400.0,0.66
2018-01-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2033.3,0.56
2018-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,2000.0,0.55
2018-01-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,782.15,0.22
2018-01-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3545.68,0.98
2018-02-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,782.64,0.22
2018-02-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.69
2018-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.38
2018-02-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2500.0,0.69
2018-02-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1800.0,0.5
2018-02-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2400.0,0.66
2018-02-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1800.01,0.5
2018-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,2000.0,0.55
2018-02-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,740.88,0.2
2018-02-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3500.22,0.96
2018-03-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,748.71,0.2
2018-03-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.68
2018-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.37
2018-03-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2500.0,0.68
2018-03-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2500.0,0.68
2018-03-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2700.0,0.74
2018-03-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1800.72,0.49
2018-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,2000.0,0.55
2018-03-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,694.92,0.19
2018-03-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3505.97,0.96
2018-04-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,826.87,0.22
2018-04-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.68
2018-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.36
2018-04-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2550.0,0.69
2018-04-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1800.0,0.49
2018-04-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3000.0,0.81
2018-04-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1920.78,0.52
2018-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1600.0,0.43
2018-04-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,710.44,0.19
2018-04-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3757.54,1.02
2018-05-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,727.4,0.2
2018-05-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.67
2018-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,5000.0,1.35
2018-05-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2200.0,0.59
2018-05-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2018-05-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3000.0,0.81
2018-05-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1680.89,0.45
2018-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1600.0,0.43
2018-05-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,684.77,0.18
2018-05-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3939.15,1.06
2018-06-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,730.14,0.19
2018-06-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,4000.0,1.04
2018-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,4500.0,1.17
2018-06-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2300.0,0.6
2018-06-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1900.0,0.49
2018-06-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2400.0,0.62
2018-06-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1387.43,0.36
2018-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.39
2018-06-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,722.44,0.19
2018-06-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3836.58,1.0
2018-07-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,574.12,0.16
2018-07-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2062.5,0.56
2018-07-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1420.35,0.38
2018-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1712.5,0.46
2018-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1362.5,0.37
2018-07-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,650.0,0.18
2018-07-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,541.66,0.15
2018-07-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3488.44,0.94
2018-08-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,452.14,0.12
2018-08-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2000.0,0.53
2018-08-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1543.29,0.41
2018-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.4
2018-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1100.0,0.29
2018-08-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,530.0,0.14
2018-08-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,435.02,0.12
2018-08-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3355.41,0.89
2018-09-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,458.75,0.12
2018-09-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2100.0,0.55
2018-09-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1801.37,0.47
2018-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.39
2018-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1100.0,0.29
2018-09-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,600.0,0.16
2018-09-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,421.47,0.11
2018-09-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3530.36,0.93
2018-10-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,535.03,0.14
2018-10-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.79
2018-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,4000.0,1.06
2018-10-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2325.0,0.61
2018-10-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1850.0,0.49
2018-10-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1767.0,0.47
2018-10-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1689.33,0.45
2018-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1400.0,0.37
2018-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1033.33,0.27
2018-10-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,616.67,0.16
2018-10-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,503.02,0.13
2018-10-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3762.4,0.99
2018-11-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,642.45,0.17
2018-11-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2200.0,0.59
2018-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,4000.0,1.07
2018-11-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2300.0,0.62
2018-11-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2018-11-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2467.0,0.66
2018-11-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1390.83,0.37
2018-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1300.0,0.35
2018-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1075.0,0.29
2018-11-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,850.0,0.23
2018-11-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,639.39,0.17
2018-11-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3664.65,0.98
2018-12-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,660.02,0.18
2018-12-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2300.0,0.62
2018-12-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2018-12-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2450.0,0.66
2018-12-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1507.71,0.41
2018-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1200.0,0.33
2018-12-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,648.28,0.18
2018-12-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3679.75,1.0
2019-01-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,714.53,0.19
2019-01-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.81
2019-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1500.0,0.41
2019-01-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2300.0,0.62
2019-01-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2019-01-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2617.0,0.71
2019-01-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1776.57,0.48
2019-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.41
2019-01-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,725.9,0.2
2019-01-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3711.08,1.0
2019-02-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,824.36,0.22
2019-02-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.82
2019-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1500.0,0.41
2019-02-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2300.0,0.63
2019-02-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.55
2019-02-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2700.0,0.74
2019-02-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1974.72,0.54
2019-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1167.0,0.32
2019-02-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,814.4,0.22
2019-02-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3171.4,0.86
2019-03-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,865.57,0.23
2019-03-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.81
2019-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1500.0,0.41
2019-03-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2500.0,0.68
2019-03-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2019-03-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2750.0,0.74
2019-03-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2056.24,0.56
2019-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1500.0,0.41
2019-03-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,789.91,0.21
2019-03-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3282.12,0.89
2019-04-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1145.77,0.31
2019-04-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3000.0,0.81
2019-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1500.0,0.4
2019-04-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2800.0,0.75
2019-04-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2000.0,0.54
2019-04-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2900.0,0.78
2019-04-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2410.01,0.65
2019-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1275.0,0.34
2019-04-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,1084.62,0.29
2019-04-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3528.77,0.95
2019-05-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,1152.62,0.31
2019-05-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,3500.0,0.93
2019-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2250.0,0.6
2019-05-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2650.0,0.7
2019-05-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,2250.0,0.6
2019-05-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,3600.0,0.96
2019-05-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2637.17,0.7
