date,region,district,market_name,commodity,unit,price_type,price_ugx,price_usd
2012-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1183.25,0.46
2012-10-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,900.0,0.35
2012-10-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,638.9,0.25
2012-10-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2805.59,1.09
2012-11-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,791.98,0.3
2012-11-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2413.0,0.93
2012-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1433.0,0.55
2012-11-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1744.0,0.67
2012-11-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,542.0,0.21
2012-11-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1867.0,0.72
2012-11-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1425.0,0.55
2012-11-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1492.0,0.57
2012-11-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1392.47,0.53
2012-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1234.0,0.47
2012-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1200.0,0.46
2012-11-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1350.0,0.52
2012-11-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,656.57,0.25
2012-11-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2941.71,1.13
2012-12-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,782.63,0.29
2012-12-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2517.0,0.95
2012-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2317.0,0.87
2012-12-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1784.0,0.67
2012-12-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,700.0,0.26
2012-12-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2000.0,0.75
2012-12-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1567.0,0.59
2012-12-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1617.0,0.61
2012-12-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1444.69,0.54
2012-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1300.0,0.49
2012-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1166.5,0.44
2012-12-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.38
2012-12-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,749.57,0.28
2012-12-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2970.13,1.12
2013-01-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,759.02,0.28
2013-01-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2550.0,0.96
2013-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1950.0,0.73
2013-01-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2000.0,0.75
2013-01-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,485.0,0.18
2013-01-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1900.0,0.71
2013-01-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1600.0,0.6
2013-01-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1775.0,0.66
2013-01-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1663.56,0.62
2013-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1300.0,0.49
2013-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1133.33,0.42
2013-01-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1200.0,0.45
2013-01-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,778.12,0.29
2013-02-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,798.29,0.3
2013-02-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2500.0,0.95
2013-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,1900.0,0.72
2013-02-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2166.0,0.82
2013-02-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,836.0,0.32
2013-02-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1950.0,0.74
2013-02-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1750.0,0.67
2013-02-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1733.0,0.66
2013-02-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1642.79,0.62
2013-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1300.0,0.49
2013-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,900.0,0.34
2013-02-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1100.0,0.42
2013-02-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,773.5,0.29
2013-02-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2989.59,1.14
2013-03-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,851.61,0.32
2013-03-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2580.0,0.98
2013-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.76
2013-03-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2220.0,0.85
2013-03-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1420.0,0.54
2013-03-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2000.0,0.76
2013-03-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.65
2013-03-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2350.0,0.9
2013-03-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1746.81,0.67
2013-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1183.3,0.45
2013-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,950.0,0.36
2013-03-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.38
2013-03-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,874.23,0.33
2013-03-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3123.5,1.19
2013-04-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,768.88,0.31
2013-04-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2633.0,1.05
2013-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2067.0,0.82
2013-04-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2291.8,0.91
2013-04-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1020.8,0.41
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2091.75,0.83
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.68
2013-04-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2408.5,0.96
2013-04-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1877.6,0.75
2013-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1279.3,0.51
2013-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1050.0,0.42
2013-04-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.4
2013-04-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,796.85,0.32
2013-04-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2849.98,1.13
2013-05-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,674.17,0.26
2013-05-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2844.3,1.1
2013-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2033.3,0.79
2013-05-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2264.5,0.88
2013-05-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,500.0,0.19
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2276.8,0.88
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1663.3,0.65
2013-05-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2410.5,0.94
2013-05-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1787.23,0.69
2013-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1154.3,0.45
2013-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,1044.33,0.41
2013-05-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.39
2013-05-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,661.05,0.26
2013-05-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2548.73,0.99
2013-06-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,671.26,0.26
2013-06-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2580.0,0.99
2013-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.77
2013-06-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2220.0,0.86
2013-06-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1420.0,0.55
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2000.0,0.77
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.66
2013-06-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2350.0,0.91
2013-06-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1460.12,0.56
2013-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1183.3,0.46
2013-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,825.0,0.32
2013-06-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.39
2013-06-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,656.64,0.25
2013-06-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2493.8,0.96
2013-07-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,688.71,0.27
2013-07-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2993.4,1.16
2013-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2010.0,0.78
2013-07-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1706.6,0.66
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2013.4,0.78
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1606.8,0.62
2013-07-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1893.4,0.73
2013-07-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1628.9,0.63
2013-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,928.4,0.36
2013-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.31
2013-07-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,950.0,0.37
2013-07-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,693.82,0.27
2013-07-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2951.49,1.14
2013-08-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,678.14,0.26
2013-08-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2716.67,1.06
2013-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2122.33,0.83
2013-08-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1637.5,0.64
2013-08-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1500.0,0.59
2013-08-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2250.25,0.88
2013-08-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1616.75,0.63
2013-08-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2300.0,0.9
2013-08-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1845.05,0.72
2013-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1075.0,0.42
2013-08-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.31
2013-08-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,800.0,0.31
2013-08-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,683.57,0.27
2013-08-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,3017.36,1.18
2013-09-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,858.38,0.33
2013-09-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2750.0,1.07
2013-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2366.5,0.92
2013-09-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2400.0,0.93
2013-09-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1875.0,0.73
2013-09-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2533.5,0.99
2013-09-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.66
2013-09-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2450.0,0.95
2013-09-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2262.3,0.88
2013-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,983.5,0.38
2013-09-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.31
2013-09-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,800.0,0.31
2013-09-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,828.68,0.32
2013-09-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2995.57,1.17
2013-10-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,818.87,0.32
2013-10-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2604.0,1.03
2013-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2047.0,0.81
2013-10-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2523.0,0.99
2013-10-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1440.0,0.57
2013-10-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2693.0,1.06
2013-10-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1660.0,0.65
2013-10-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1975.0,0.78
2013-10-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1905.07,0.75
2013-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1000.0,0.39
2013-10-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.32
2013-10-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,750.0,0.3
2013-10-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,776.18,0.31
2013-10-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2829.49,1.11
2013-11-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,931.21,0.37
2013-11-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2467.0,0.98
2013-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2967.0,1.18
2013-11-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2150.0,0.86
2013-11-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2234.0,0.89
2013-11-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.68
2013-11-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1517.0,0.6
2013-11-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1443.26,0.58
2013-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1100.0,0.44
2013-11-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.32
2013-11-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1200.0,0.48
2013-11-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,975.86,0.39
2013-11-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2802.61,1.12
2013-12-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,721.04,0.29
2013-12-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2484.0,0.99
2013-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2584.0,1.03
2013-12-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1867.0,0.75
2013-12-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,2050.0,0.82
2013-12-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1933.0,0.77
2013-12-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1700.0,0.68
2013-12-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1617.0,0.65
2013-12-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1479.55,0.59
2013-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1017.0,0.41
2013-12-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,794.33,0.32
2013-12-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,950.0,0.38
2013-12-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,742.32,0.3
2013-12-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2748.1,1.1
2014-01-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,707.78,0.28
2014-01-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2550.0,1.02
2014-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2700.0,1.08
2014-01-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2000.0,0.8
2014-01-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1822.0,0.73
2014-01-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1589.0,0.64
2014-01-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2000.0,0.8
2014-01-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1836.57,0.73
2014-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,967.0,0.39
2014-01-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,925.0,0.37
2014-01-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,900.0,0.36
2014-01-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,658.24,0.26
2014-01-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2523.53,1.01
2014-02-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,712.11,0.29
2014-02-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2575.0,1.05
2014-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2250.0,0.92
2014-02-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2150.0,0.87
2014-02-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2000.0,0.81
2014-02-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1500.0,0.61
2014-02-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2000.0,0.81
2014-02-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1714.87,0.7
2014-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,809.0,0.33
2014-02-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,900.0,0.37
2014-02-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,900.0,0.37
2014-02-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,668.4,0.27
2014-02-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2719.35,1.11
2014-03-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,889.2,0.35
2014-03-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2579.0,1.03
2014-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2283.0,0.91
2014-03-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2150.0,0.85
2014-03-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1950.0,0.78
2014-03-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1604.0,0.64
2014-03-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2292.0,0.91
2014-03-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2062.69,0.82
2014-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,929.0,0.37
2014-03-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,700.0,0.28
2014-03-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1450.0,0.58
2014-03-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,777.56,0.31
2014-03-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2856.53,1.14
2014-04-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,831.3,0.33
2014-04-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2720.0,1.09
2014-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2440.0,0.98
2014-04-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2030.0,0.81
2014-04-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1150.0,0.46
2014-04-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,2040.0,0.82
2014-04-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1580.0,0.63
2014-04-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2290.0,0.92
2014-04-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,2081.79,0.84
2014-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1000.0,0.4
2014-04-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,760.0,0.3
2014-04-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1500.0,0.6
2014-04-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,815.87,0.33
2014-04-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2753.62,1.1
2014-05-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,896.48,0.36
2014-05-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2813.0,1.11
2014-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2200.0,0.87
2014-05-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2375.0,0.94
2014-05-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1375.0,0.54
2014-05-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1963.0,0.78
2014-05-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1563.0,0.62
2014-05-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,2525.0,1.0
2014-05-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1932.5,0.77
2014-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,1000.0,0.4
2014-05-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,800.0,0.32
2014-05-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,1000.0,0.4
2014-05-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,852.29,0.34
2014-05-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2680.11,1.06
2014-06-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,936.79,0.36
2014-06-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2933.0,1.14
2014-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2100.0,0.82
2014-06-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,2433.0,0.95
2014-06-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,1183.0,0.46
2014-06-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1917.0,0.75
2014-06-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1517.0,0.59
2014-06-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1833.0,0.71
2014-06-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1425.23,0.56
2014-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,967.0,0.38
2014-06-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,937.5,0.37
2014-06-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,800.0,0.31
2014-06-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,853.1,0.33
2014-06-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2663.02,1.04
2014-07-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,657.82,0.25
2014-07-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2600.0,0.99
2014-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2283.33,0.87
2014-07-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1870.0,0.71
2014-07-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,850.0,0.32
2014-07-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1840.0,0.7
2014-07-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1500.0,0.57
2014-07-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1710.0,0.65
2014-07-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1374.66,0.52
2014-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Retail,960.0,0.37
2014-07-15,Kampala,Central Kampala,Owino,Cassava flour,KG,Wholesale,890.0,0.34
2014-07-15,Kampala,Central Kampala,Owino,Maize,KG,Retail,700.0,0.27
2014-07-15,Kampala,Central Kampala,Owino,Maize,KG,Wholesale,711.13,0.27
2014-07-15,Kampala,Central Kampala,Owino,Rice,KG,Wholesale,2621.36,1.0
2014-08-15,Busia,Samia-bugwe,Busia,Maize,KG,Wholesale,581.53,0.22
2014-08-15,Gulu,Gulu Municipality,Gulu,Beans,KG,Retail,2375.0,0.91
2014-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,KG,Retail,2000.0,0.77
2014-08-15,Jinja,Jinja Municipality,Jinja,Beans,KG,Retail,1650.0,0.63
2014-08-15,Jinja,Jinja Municipality,Jinja,Cassava flour,KG,Retail,850.0,0.33
2014-08-15,Mbarara,Mbarara Municipality,Mbarara,Beans,KG,Retail,1850.0,0.71
2014-08-15,Mbarara,Mbarara Municipality,Mbarara,Cassava flour,KG,Retail,1500.0,0.58
2014-08-15,Kampala,Central Kampala,Owino,Beans,KG,Retail,1925.0,0.74
2014-08-15,Kampala,Central Kampala,Owino,Beans,KG,Wholesale,1706.2,0.66
